,national,hor_name,hor_num,sex,age,debut,total_first,total_second,total_game,win_rate,total_game_1yr,total_earn,total_earn_1yr
2,미국,대박이다,034859,거,6,20151101,4,2,31,12.9,6,292500000,63000000
3,호주,가을의전설,034795,수,5,20160528,6,1,29,20.7,8,384850000,72000000
4,미국,엠제이파워,041697,거,3,20181103,2,2,8,25,8,139500000,139500000
5,미국,문학타이거,041604,수,3,20180728,1,3,7,14.3,7,102600000,102600000
6,미국,인천치프,041792,수,3,20181125,2,0,7,28.6,7,92400000,92400000
7,미국,엠파이어킹덤,039933,거,4,20170916,2,1,17,11.8,9,125700000,13500000
8,미국,소중한만남,038150,수,5,20160911,2,5,29,6.9,9,177900000,6600000
9,미국,삼육으뜸,039846,수,4,20170730,1,3,17,5.9,8,77400000,61800000
0,한국,러블리누트,036754,암,4,20171105,3,4,13,23.1,11,152080000,152080000
1,한국,러닝복스,039116,암,3,20190324,2,1,3,66.7,3,54000000,54000000
2,한국,그린와이,039140,암,3,20180721,0,2,11,0,11,10080000,10080000
3,한국,버킷풀골드,038797,수,3,20180909,1,3,7,14.3,7,53000000,53000000
4,한국,사이먼퀸,039577,암,3,20190216,1,0,4,25,4,18880000,18880000
5,한국,제너럴로즈,038613,암,3,20181222,1,1,5,20,5,33280000,33280000
6,한국,본엔젤,039164,수,3,20180908,0,2,7,0,7,21840000,21840000
7,한국,빅프로,038692,수,3,20181007,0,3,7,0,7,21480000,21480000
8,한국,블랙스피릿,037020,암,4,20171015,0,2,16,0,10,34800000,27600000
9,한국,속보옹주,036237,암,5,20161120,0,1,24,0,8,28240000,15200000
0,한국,스칼렛퍼펙트,036759,암,4,20171119,0,1,19,0,12,16320000,6080000
1,한국,금순이스타,039535,수,3,20181125,1,1,8,12.5,8,32240000,32240000
2,한국,팍스레코드,039234,암,3,20190525,0,0,2,0,2,0,0
3,한국,인디언서머,038542,수,3,20190309,0,0,3,0,3,2000000,2000000
4,한국,킹오브이글,038446,거,3,20181104,0,2,6,0,6,15440000,15440000
5,한국,달리는웅지,037139,수,4,20180826,0,1,9,0,9,13440000,13440000
6,한국,장군의시대,038526,암,3,20180908,0,0,7,0,7,8000000,8000000
7,한국,으뜸이루리,039540,수,3,20190518,0,0,2,0,2,960000,960000
8,한국,시드니머니,038483,암,3,20181117,0,0,3,0,3,0,0
9,한국,내길의빛,037832,거,4,20180415,0,1,10,0,10,10320000,10320000
0,한국,해피하와이,039123,암,3,20190302,0,0,5,0,5,0,0
1,한국,컨트리송,037551,암,4,20180106,0,0,15,0,10,1200000,1200000
2,한국,최강신기,038780,거,3,20180811,0,0,2,0,2,1600000,1600000
3,한국,금아애크미,038457,수,3,20181222,1,0,4,25,4,17680000,17680000
4,한국,언성히어로,039431,암,3,20190324,0,0,4,0,4,0,0
5,한국,야호엠제이캣,039703,암,3,20180915,0,1,7,0,7,13200000,13200000
6,한국,사이먼킹덤,039558,수,3,20190317,0,0,5,0,5,0,0
7,한국,투더빅토리,038960,암,3,20181014,0,2,8,0,8,23040000,23040000
8,한국,만석지기,038539,수,3,20181103,0,0,5,0,5,7720000,7720000
9,한국,선샤인특급,039398,암,3,20181110,0,0,7,0,7,1200000,1200000
0,한국,풍문으로,036977,암,4,20180407,0,1,15,0,12,13120000,12160000
1,한국,대대손손,039139,암,3,20190427,0,0,4,0,4,960000,960000
2,한국,패밀리파크,039324,암,3,20190427,0,0,3,0,3,5200000,5200000
3,한국,위너템플러,038470,암,3,20190630,0,0,1,0,1,0,0
4,한국,더블에스,038837,암,3,20190105,0,0,5,0,5,1600000,1600000
5,한국,업라이트,038532,수,3,20180714,3,1,11,27.3,11,106800000,106800000
6,일본,황금들판,036551,암,6,20151101,3,2,44,6.8,13,194450000,66300000
7,미국,슈퍼도끼,041585,거,3,20180812,0,1,8,0,8,20400000,20400000
8,미국,마이티윙,041685,수,3,20180909,0,1,8,0,8,24600000,24600000
9,미국,대군일갈,041680,거,3,20180916,0,2,6,0,6,38400000,38400000
0,미국,리워드하이,036469,암,6,20150913,1,3,40,2.5,12,157250000,12300000
1,한국,햇빛나,032456,수,7,20140906,5,4,62,8.1,18,300700000,20550000
2,미국,스칸다,039905,수,4,20180714,0,0,8,0,8,15600000,15600000
3,한국,스트롱벌처,039005,거,3,20180714,2,1,7,28.6,7,64520000,64520000
4,미국,마하탄생,039976,암,4,20170916,0,1,14,0,8,8400000,8400000
5,미국,엠제이파티,041694,암,3,20181215,0,0,10,0,10,5200000,5200000
6,한국,인디언에코,037048,암,4,20171001,1,0,16,6.3,10,30080000,14000000
7,한국,실버라이언,035858,암,5,20170122,1,2,23,4.3,8,42800000,11600000
8,한국,엠제이타운,039763,암,3,20180902,0,1,9,0,9,21200000,21200000
9,한국,세라여제,037786,암,4,20190105,0,1,8,0,8,19280000,19280000
0,한국,마패봉,036945,수,4,20170813,1,2,13,7.7,10,39520000,37920000
1,한국,실버디자인,037626,암,4,20171217,1,0,18,5.6,12,35600000,6200000
2,한국,늘새찬,037353,암,4,20171216,1,0,10,10,6,41000000,13000000
3,한국,광폭주행,037126,거,4,20171202,1,2,16,6.3,13,45120000,43120000
4,한국,탄탄위너,039585,수,3,20181124,1,1,8,12.5,8,38480000,38480000
5,한국,라스트잭팟,035049,거,5,20161022,1,2,30,3.3,11,56600000,26000000
6,한국,남쪽나라,037016,암,4,20170902,0,1,22,0,16,35040000,31120000
7,한국,팍스레인저,037118,암,4,20170910,0,1,21,0,11,25280000,13440000
8,한국,아스테르,037806,거,4,20170916,0,2,22,0,12,24840000,11400000
9,한국,인디언보스,039122,수,3,20181006,0,2,9,0,9,14640000,14640000
0,한국,대운하,036864,수,4,20171209,0,1,14,0,10,30560000,22160000
1,미국,천지명장,041698,수,3,20181006,0,0,9,0,9,0,0
2,한국,최강스타,038603,수,3,20180721,4,0,8,50,8,137200000,137200000
3,한국,로열복순이,037497,암,4,20170812,2,1,26,7.7,13,89200000,13200000
4,한국,영화즈플라잉,039466,암,3,20190216,2,1,3,66.7,3,58200000,58200000
5,한국,라온스톰,039158,거,3,20181202,2,2,5,40,5,78600000,78600000
6,한국,큰바다,031491,수,7,20140727,4,3,37,10.8,8,201650000,3000000
7,한국,로만블레이드,037106,암,4,20171210,2,2,14,14.3,10,81000000,44600000
8,한국,위닝블레이드,038486,거,3,20180623,2,2,9,22.2,8,90150000,74400000
9,한국,마이호크,039314,수,3,20181124,2,0,7,28.6,7,58600000,58600000
0,한국,리치마인,037428,암,4,20170826,3,1,16,18.8,10,119230000,55200000
1,한국,원더풀트루스,039008,암,3,20181006,2,1,7,28.6,7,77100000,77100000
2,한국,이스크라,037856,거,4,20180602,3,2,12,25,10,111120000,103920000
3,한국,룰즈이천,038842,수,3,20180902,2,0,8,25,8,59400000,59400000
4,한국,위너스피릿,036961,수,4,20180603,2,1,13,15.4,11,56480000,42800000
5,한국,서울퀸,033485,암,6,20150606,4,2,45,8.9,10,176500000,25800000
6,한국,트라이선더,038541,거,3,20180908,2,1,9,22.2,9,86800000,86800000
7,한국,베스트빅토리,037691,수,4,20170902,3,1,22,13.6,12,101480000,73800000
8,한국,천하형국,037668,수,4,20170827,2,2,19,10.5,10,79940000,45000000
9,한국,여걸비전,039192,암,3,20180826,2,1,8,25,8,62200000,62200000
0,한국,가온포스,038882,거,3,20180902,2,2,9,22.2,9,106300000,106300000
1,한국,공산,037607,암,4,20180303,2,4,17,11.8,12,134120000,115800000
2,한국,역대최고,039531,거,3,20181202,2,0,7,28.6,7,55200000,55200000
3,한국,초인볼트,038592,수,3,20181124,3,0,4,75,4,82800000,82800000
4,한국,신부,039467,암,3,20190113,1,0,7,14.3,7,22480000,22480000
5,한국,퍼펙트라이트,040588,암,2,20190706,0,0,1,0,1,0,0
6,한국,지금이최강,039594,수,3,20190316,0,0,3,0,3,0,0
7,한국,룰즈파크,039513,암,3,20190706,0,0,1,0,1,0,0
8,한국,레드선,039212,거,3,20190608,0,1,2,0,2,5040000,5040000
9,한국,라온조이,039042,암,3,20180909,0,0,7,0,7,8320000,8320000
0,한국,뇌성벽력,038815,거,3,20181020,0,0,8,0,8,10720000,10720000
1,한국,스터닝어게인,038951,거,3,20181028,0,0,7,0,7,2960000,2960000
2,한국,최강다이아,037847,암,4,20181014,0,0,7,0,7,960000,960000
3,한국,초동무적,040277,수,2,20190525,0,0,2,0,2,0,0
4,한국,금노래,038580,암,3,20190216,0,0,4,0,4,0,0
5,한국,모노투,037385,암,4,20190706,0,0,1,0,1,0,0
6,미국,어느멋진날,041592,거,3,20180818,2,0,9,22.2,9,92250000,92250000
7,호주,푸른매,036446,거,5,20160611,2,2,26,7.7,12,153000000,45000000
8,한국,솔파랑,037024,암,4,20180407,3,3,10,30,9,133500000,110700000
9,미국,문학아리아리,041533,수,3,20180630,2,1,9,22.2,8,119850000,119850000
0,한국,초동레이스,035490,거,5,20170415,3,3,20,15,9,124500000,74400000
1,미국,플라잉보스,039962,수,4,20170923,0,4,17,0,9,76050000,38100000
2,미국,황홀한질주,038114,암,5,20161008,1,3,28,3.6,9,125250000,38250000
3,한국,구름손짓해,037769,거,4,20171014,2,3,19,10.5,10,119550000,30750000
4,한국,머니캠프,035045,암,5,20160710,3,0,16,18.8,8,106100000,47700000
5,한국,밸리퀸,039107,암,3,20190127,1,0,4,25,4,18880000,18880000
6,한국,카이젠실버,037859,거,4,20181222,0,1,5,0,5,8160000,8160000
7,한국,정동사랑,039611,암,3,20190330,0,0,5,0,5,4320000,4320000
8,한국,코리아대장부,039264,거,3,20181104,0,0,7,0,7,4000000,4000000
9,한국,레몬키드,039274,암,3,20190512,0,0,3,0,3,960000,960000
0,한국,실버드래곤,039662,수,3,20190406,0,0,2,0,2,0,0
1,한국,머니캣,041913,수,3,20190525,0,0,2,0,2,0,0
2,한국,금상천하,039682,수,3,20190223,0,0,3,0,3,0,0
3,한국,킹리,038439,거,3,20180609,0,1,8,0,6,6000000,5040000
4,한국,에클레어샤인,038711,수,3,20190706,0,0,1,0,1,0,0
5,한국,쏘아라흑장군,039661,수,3,20190120,0,0,6,0,6,1200000,1200000
6,한국,알데바란,038712,암,3,20181215,0,0,4,0,4,0,0
7,한국,코일로,039404,암,3,20181104,1,1,7,14.3,7,31880000,31880000
8,한국,투어다이아,038702,거,3,20180819,0,1,7,0,7,8160000,8160000
9,한국,라온브라이언,038741,거,3,20190609,0,0,3,0,3,3120000,3120000
0,한국,대길이,037511,거,4,20181222,0,0,4,0,4,4320000,4320000
1,한국,천년의고도,039400,수,3,20180908,0,0,5,0,5,960000,960000
2,한국,파크데이,039438,암,3,20181223,0,0,5,0,5,0,0
3,한국,컴플리트모션,038938,암,3,20181208,0,0,7,0,7,12920000,12920000
4,한국,레지나,038918,암,3,20190113,0,0,7,0,7,2000000,2000000
5,한국,플라잉불릿,039356,암,3,20180915,2,0,8,25,8,38480000,38480000
6,한국,반지의함성,038525,거,3,20181104,1,3,7,14.3,7,70800000,70800000
7,한국,희망스타,037465,암,4,20170924,0,2,20,0,13,50360000,28200000
8,한국,크레이지큐,039160,암,3,20181208,1,0,7,14.3,7,15680000,15680000
9,한국,스피드흑룡,038950,거,3,20181013,1,0,8,12.5,8,28800000,28800000
0,한국,윈트세븐,038843,수,3,20180812,1,0,9,11.1,9,45600000,45600000
1,한국,다이아파크,039138,암,3,20181110,0,1,7,0,7,24000000,24000000
2,미국,굿센스,041673,수,3,20180825,0,0,8,0,8,3750000,3750000
3,한국,내가끝판왕,037293,거,4,20171014,0,0,20,0,10,44040000,20400000
4,한국,롤러블레이드,041480,수,2,20190615,2,0,2,100,2,65550000,65550000
5,한국,땡큐마더,039839,암,3,20181020,1,3,8,12.5,8,71400000,71400000
6,한국,프라임퀸,039631,암,3,20190127,1,1,6,16.7,6,27280000,27280000
7,한국,한일매직,035457,수,5,20160827,1,5,36,2.8,13,81840000,22800000
8,한국,카히나,038670,암,3,20180915,1,1,8,12.5,8,21920000,21920000
9,미국,천운동행,041735,암,3,20181013,0,0,8,0,8,0,0
0,한국,두리,037039,암,4,20181124,0,2,8,0,8,22440000,22440000
1,미국,메이플문,041799,수,3,20181021,0,0,8,0,8,3000000,3000000
2,한국,초동보배,038644,암,3,20181020,3,0,5,60,5,85800000,85800000
3,한국,독도야,039774,수,3,20181006,2,4,7,28.6,7,105600000,105600000
4,한국,로열프린스,037736,거,4,20171223,1,3,16,6.3,10,75200000,42000000
5,한국,머니지프,037662,거,4,20171015,2,1,22,9.1,12,81400000,44200000
6,한국,헤일로버드,034288,암,6,20151115,2,1,31,6.5,10,87750000,31950000
7,한국,골든스텝,035590,거,5,20161002,3,3,21,14.3,10,112340000,7800000
8,한국,초오롱마,035652,암,5,20161211,1,3,32,3.1,12,90940000,26400000
9,한국,급행마,039587,수,3,20180819,1,3,11,9.1,11,44400000,44400000
0,한국,볼드나이너,034948,암,5,20170211,2,3,29,6.9,12,101200000,28800000
1,미국,톱브레인,039844,거,4,20180707,2,1,7,28.6,6,87000000,84000000
2,미국,문학아치,039842,거,4,20170709,0,2,10,0,4,21000000,21000000
3,미국,클린업히어로,038060,수,5,20161105,1,1,17,5.9,8,80250000,11550000
4,미국,퀀텀점프,041721,수,3,20181027,0,0,5,0,5,3000000,3000000
5,미국,어울더울,038053,거,5,20161217,1,0,29,3.4,13,74400000,24600000
6,미국,로열훼이버,034646,거,7,20141206,1,1,49,2,12,126500000,18000000
7,미국,위대한파이터,041808,거,3,20190303,0,0,4,0,4,0,0
8,미국,아토,041695,수,3,20181021,0,0,3,0,3,0,0
9,미국,시스푸마캡틴,041853,거,3,20190126,0,0,2,0,2,0,0
0,호주,나스카의별,039822,거,4,20170716,0,0,13,0,7,21600000,10800000
1,미국,인천캡틴,041786,수,3,20190706,0,0,0,0,0,0,0
2,미국,케이엔에이스,041599,암,3,20180811,1,1,5,20,5,65100000,65100000
3,미국,페이버드옵더로드,041690,암,3,20180818,0,0,5,0,5,0,0
4,아일랜드,피엔에스아리,041777,암,3,20190706,0,0,1,0,1,0,0
5,미국,마이시스터니나,041852,암,3,20190316,1,1,5,20,5,49950000,49950000
6,미국,패션플레이어,041670,암,3,20190217,0,0,5,0,5,13500000,13500000
7,미국,금성여왕,038253,암,4,20170930,1,0,13,7.7,9,42350000,39950000
8,한국,흰별,037507,암,4,20180224,2,2,15,13.3,10,84600000,30600000
9,미국,에코퍼스트온,041666,암,3,20181110,0,0,4,0,4,0,0
0,미국,위즈레이나,039964,암,4,20171014,0,1,15,0,10,53850000,24750000
1,미국,잘루지,039966,암,4,20170923,1,0,17,5.9,8,58950000,0
2,일본,금아레이스,040076,암,4,20181124,0,0,4,0,4,0,0
3,한국,레드블레이드,039339,거,3,20180930,3,2,9,33.3,9,120990000,120990000
4,한국,교룡운우,038858,수,3,20180826,3,2,9,33.3,9,135300000,135300000
5,한국,님의향기,039094,수,3,20181027,3,3,9,33.3,9,141950000,141950000
6,한국,스카이돌풍,037858,수,4,20170709,3,2,21,14.3,11,122150000,72150000
7,한국,강촌의별,036959,암,4,20180203,3,3,18,16.7,13,127500000,35100000
8,한국,말라카스,035799,수,5,20170819,3,3,21,14.3,11,137340000,101600000
9,한국,현무,036223,거,5,20160723,2,5,28,7.1,10,142200000,20250000
0,한국,쾌한예봉산,037458,암,4,20170909,4,2,18,22.2,9,140230000,89550000
1,한국,가라가라가,037564,수,4,20171210,2,4,19,10.5,14,128900000,69900000
2,한국,글로벌퀸,035525,암,5,20161225,3,4,12,25,7,168900000,78900000
3,한국,날아라힐,038584,암,3,20181208,1,1,5,20,5,28480000,28480000
4,한국,천지애가,039285,암,3,20190609,0,1,2,0,2,5040000,5040000
5,한국,대지공주,036934,암,4,20171202,0,1,11,0,10,13840000,13840000
6,한국,곡마단,038841,수,3,20190302,0,0,3,0,3,1200000,1200000
7,한국,백색광채,039422,수,3,20181111,0,1,8,0,8,16960000,16960000
8,한국,호남대로,039743,거,3,20181020,0,0,5,0,5,0,0
9,한국,원더풀팡팡,039292,암,3,20180825,0,0,8,0,8,10200000,10200000
0,한국,샌드루이스,038501,거,3,20190707,0,0,1,0,1,0,0
1,한국,비카브레이싱,037906,수,4,20180421,4,1,10,40,9,125510000,125510000
2,미국,하와이보스,036581,거,5,20160709,0,4,20,0,7,86250000,32250000
3,미국,샤크런,038098,암,5,20170408,3,1,19,15.8,10,170200000,13350000
4,미국,롱히터,039794,거,4,20171125,0,4,13,0,8,56550000,28950000
5,한국,금아킹덤,038952,수,3,20180728,2,3,10,20,10,113400000,113400000
6,한국,스트롱러너,036943,수,4,20171119,2,4,19,10.5,14,122640000,96800000
7,미국,캣츠미라클,041734,거,3,20181110,1,1,6,16.7,6,49950000,49950000
8,미국,대군의길,041683,수,3,20181110,1,2,8,12.5,8,76050000,76050000
9,미국,에코골드,040063,수,4,20171224,1,1,17,5.9,11,92400000,70800000
0,미국,글로벌캡틴,041745,수,3,20181013,5,0,7,71.4,7,300750000,300750000
1,한국,횡운골,036957,수,4,20170701,5,3,19,26.3,11,327750000,139850000
2,미국,다이아삭스,038050,수,5,20160827,3,8,19,15.8,5,396100000,106300000
3,한국,리드머니,036247,암,5,20160828,5,4,30,16.7,10,630400000,376800000
4,한국,마스크,037040,수,4,20170722,5,6,16,31.3,7,806140000,344800000
5,미국,광복칠십,036501,수,6,20151003,6,2,28,21.4,7,409550000,30600000
6,미국,원더볼트,031133,거,9,20121013,8,13,54,14.8,7,983794000,0
7,미국,이스트팔로스,039986,수,4,20171014,4,2,18,22.2,9,265350000,107400000
8,한국,글로벌뱅크,037724,수,4,20170910,4,5,17,23.5,8,294100000,158000000
9,한국,넌감동이야,035686,거,5,20161211,4,4,27,14.8,12,258750000,63900000
0,한국,오케이데이,037625,수,4,20171202,2,1,5,40,5,46480000,46480000
1,한국,인듀어런스,038666,수,3,20181216,1,4,9,11.1,9,62200000,62200000
2,한국,플라잉조이,037495,수,4,20171202,0,4,21,0,14,70640000,48400000
3,한국,글로리번,037389,암,4,20171021,1,0,21,4.8,13,32440000,29240000
4,한국,일마레,039565,수,3,20181208,1,1,7,14.3,7,29800000,29800000
5,한국,미사일캔디,036914,수,4,20180203,1,0,12,8.3,10,20880000,20880000
6,한국,포제이케이,037014,암,4,20170826,0,1,20,0,10,21880000,7840000
7,한국,굳세어라,036839,암,4,20180120,0,2,18,0,13,20080000,20080000
8,한국,브레인스피더,038595,암,3,20180929,1,0,7,14.3,7,22800000,22800000
9,한국,최강팀,040338,수,2,20190707,1,0,1,100,1,34200000,34200000
0,한국,레전드윈,040509,수,2,20190707,0,0,1,0,1,0,0
1,한국,페더럴킹,040269,수,2,20190615,0,0,1,0,1,0,0
2,한국,킹오브더필드,041528,수,2,20190707,0,0,1,0,1,0,0
3,한국,컴플리트킹덤,040659,수,2,20190707,0,1,1,0,1,12600000,12600000
4,한국,라온베스트맨,040949,수,2,20190707,0,0,1,0,1,7800000,7800000
5,한국,머니챔프,040297,수,2,20190707,0,0,1,0,1,3000000,3000000
6,한국,스트롱퀸,040613,암,2,20190707,0,0,1,0,1,2400000,2400000
7,한국,제이에스파워,040372,수,2,20190707,0,0,1,0,1,0,0
8,한국,에이스윈,040936,암,2,20190707,0,0,1,0,1,0,0
9,한국,단비와호수,041405,암,2,20190707,0,0,1,0,1,0,0
0,한국,원더플레이스,040717,암,2,20190707,0,0,1,0,1,0,0
1,한국,검향,039403,암,3,20190216,2,1,5,40,5,59200000,59200000
2,한국,투엠오케이,037357,거,4,20180311,1,1,8,12.5,5,28480000,13200000
3,한국,해왕,039676,수,3,20180902,0,2,10,0,10,23680000,23680000
4,미국,베스트이펙트,038251,거,4,20170923,0,0,14,0,7,18200000,2000000
5,한국,웃게해줄게,039504,거,3,20181117,1,0,6,16.7,6,22400000,22400000
6,한국,하이비트,037777,거,4,20170924,1,0,6,16.7,4,35080000,0
7,한국,드래곤보트,038707,거,3,20181208,0,2,8,0,8,28200000,28200000
8,한국,큐피드초이스,039104,암,3,20181110,0,1,8,0,8,14640000,14640000
9,한국,남원퀸,035679,암,5,20170318,1,3,26,3.8,11,60800000,10400000
0,한국,안양레오파드,037950,암,4,20181110,0,2,7,0,7,12880000,12880000
1,한국,천지폭풍,039570,수,3,20181104,1,1,9,11.1,9,32880000,32880000
2,한국,과천의별,039673,암,3,20181027,0,1,7,0,7,8160000,8160000
3,한국,리슨트드림,039322,암,3,20190223,0,0,5,0,5,3120000,3120000
4,한국,형마푸부,037392,암,4,20180311,0,0,8,0,8,10000000,10000000
5,한국,가가나,041647,수,2,20190525,0,0,2,0,2,960000,960000
6,한국,에이스컨트리,039037,거,3,20181215,0,0,2,0,2,0,0
7,한국,에이스고고,039250,암,3,20190302,0,0,5,0,5,0,0
8,한국,미스선샤인,039455,암,3,20181202,0,0,8,0,8,0,0
9,한국,라온칸,039040,거,3,20181117,2,0,6,33.3,6,47200000,47200000
0,한국,로열탱크,037454,수,4,20171001,0,2,21,0,11,25240000,6000000
1,한국,슬링스톤,038622,거,3,20181020,1,2,8,12.5,8,40880000,40880000
2,한국,블랙징가,037345,암,4,20180414,0,3,15,0,11,37520000,35920000
3,한국,페더라이트,038480,암,3,20181021,0,1,11,0,11,35400000,35400000
4,한국,시스푸마위너,035165,거,5,20161218,2,2,27,7.4,9,71900000,33600000
5,미국,영웅불패,034535,거,7,20160312,0,1,41,0,13,39600000,0
6,한국,승리라이크,037680,거,4,20170701,1,1,13,7.7,7,28880000,21680000
7,한국,시티챔프,035231,수,5,20160911,0,3,23,0,4,46940000,0
8,한국,선빅터,034069,수,6,20151031,2,0,33,6.1,8,52600000,6800000
9,미국,파이트투데이,041751,수,3,20190324,1,0,5,20,5,61500000,61500000
0,한국,큐피드데이트,036753,거,4,20170709,2,1,19,10.5,10,92680000,54600000
1,미국,황금의발,039970,수,4,20170910,0,0,9,0,5,0,0
2,미국,선스타트,040013,수,4,20171028,0,3,19,0,12,68400000,43200000
3,한국,대천에이스,035218,수,5,20170916,2,4,23,8.7,12,118480000,76200000
4,미국,맹주,041661,수,3,20180825,0,0,7,0,7,15600000,15600000
5,미국,동방지존,041699,수,3,20181013,0,1,9,0,9,30750000,30750000
6,한국,메인이벤트,037817,수,4,20170916,2,2,22,9.1,12,54480000,49440000
7,미국,돌격앞으로,041667,암,3,20190420,0,1,4,0,4,12600000,12600000
8,미국,리암스무니,041870,거,3,20190303,0,0,4,0,4,3000000,3000000
9,한국,동작,038873,거,3,20180623,2,0,12,16.7,11,52560000,52560000
